Time,Bus 1001,Bus 1002,Bus 1003,Bus 1004,Bus 1005,Bus 1006,Bus 1007,Bus 1008,Bus 1009,Bus 1010,Bus 1011,Bus 1012,Bus 1013,Bus 1014,Bus 1015,Bus 1016,Bus 1017
2017-01-01 01:00:00.000,0.9121553437998227,0.8692084800658398,0.9036490651783466,0.9393472529320094,0.8917350594506087,0.8662522012984205,0.8737695563329624,0.8617076066459864,0.861190626526125,0.9155445556216227,0.8714694086096839,0.866867758686861,0.8781953914570078,0.8638427463156996,0.9465418789073194,0.8811574987554172,0.923283130193085
2017-01-01 02:00:00.000,0.9254657766097824,0.8568411361379386,0.9151916815459797,0.8979897124903586,0.8701922681799199,0.9180711058614537,0.9099514380440226,0.9132153358136811,0.8672812092998917,0.8900050332099518,0.9359978976424278,0.8687855104326334,0.8599876878157418,0.9343306414009195,0.9393203181381748,0.9447801505149845,0.9262558445704141
2017-01-01 03:00:00.005,0.892745061237088,0.9357955958640296,0.9432716028342416,0.9052793984156229,0.9290914754326137,0.9481218968357218,0.8757447009282635,0.8946529070702465,0.9297134172872339,0.8544284699313667,0.8940705181008128,0.8794002449763332,0.9102640959488146,0.9104701835875465,0.9114937469342844,0.8563376284838203,0.8773995366248699
2017-01-01 04:00:00.010,0.8749539970645178,0.9342246783244694,0.8906883154212281,0.8582836801749596,0.8871179686565581,0.9300315263708114,0.879204313661422,0.8780898877596457,0.8911215794747969,0.927684807094894,0.9165453444198521,0.8666413270507842,0.8778640891457435,0.920555669462698,0.8679534299796022,0.9265815220355597,0.8837516729014885
2017-01-01 05:00:00.015,0.9331584935464314,0.926106449182654,0.8514576007839412,0.9192835618438611,0.8816830785740192,0.8676425485016301,0.8721774444997592,0.8988981907435962,0.8558006814660891,0.8723845806668721,0.8633766740471682,0.946495792648625,0.9280602785198464,0.9445464825998383,0.9095474230533069,0.9060070980559389,0.9494372196298047
2017-01-01 06:00:00.020,0.9215028572422469,0.8680555056477762,0.8929668986486807,0.9358033747497372,0.8685504205795198,0.9269519922850611,0.9005919323504801,0.8846150526032325,0.863887047098361,0.8679109259975804,0.9087927956207519,0.8852900612566006,0.9333047736496044,0.8575238259978388,0.9419169275674977,0.8661136193693022,0.9141697462385507
2017-01-01 07:00:00.025,0.9357107726708513,0.8534985520202975,0.879505544214821,0.8598356851041746,0.935233143441917,0.8944064896793422,0.9291835154642942,0.8769119794612773,0.8720111186342744,0.9305190679510839,0.9126373249305896,0.8905737062396757,0.9057036599422632,0.9266698669399184,0.939639221082683,0.9017060506941613,0.9432512842598765
2017-01-01 08:00:00.030,0.8726901854116799,0.9314204280763628,0.8871694650781757,0.8693943598161034,0.8635562714592718,0.9146954140444237,0.9112955071923633,0.9397565622228112,0.9230455504814024,0.8648717458820194,0.8534647658975969,0.8569264923272606,0.8650077303988297,0.8767381315638587,0.8594018766339746,0.9135584287463577,0.8878201841365378
2017-01-01 09:00:00.035,0.8821807168433675,0.9378332297495698,0.9086202784569472,0.8882556482950084,0.921422277817111,0.9008082510275087,0.8577835789071133,0.9437745742844684,0.8923333659147136,0.8735182103615095,0.8546086320993515,0.9317769636333099,0.8614750769930009,0.8908552783317947,0.9094697840410553,0.9493147142415077,0.9091952306902015
2017-01-01 10:00:00.040,0.9120960471420074,0.8887428398615039,0.8633595278716957,0.9264266913676502,0.9065071708528385,0.8942490816703342,0.9133608066498133,0.9483414192809959,0.9415317725574314,0.8753077190725305,0.9385973712332263,0.9414138624964821,0.8674195520640411,0.8518382370869179,0.9416441026905176,0.8695652002661566,0.8912050081552391
2017-01-01 11:00:00.045,0.8972909519524058,0.9006197328920503,0.8661640470663138,0.8988002023542409,0.8726319302340441,0.9260157979626571,0.9436970058943115,0.9498383493367238,0.9047201747609372,0.8961410426955005,0.8632862728035197,0.8640464662424348,0.8652845565402847,0.948697672443839,0.9388418788127619,0.8705142134092458,0.8503032361679556
2017-01-01 12:00:00.050,0.8801670926329805,0.877733488247764,0.8862747465009102,0.8592077878967408,0.9330043931951049,0.8656994332316326,0.877845794339958,0.9154636686321772,0.9261677976312525,0.937318535699137,0.8920022255056828,0.8855841735710694,0.8728698648824412,0.8920981926433559,0.8797337473495002,0.9331479568408259,0.9399213071007606
2017-01-01 13:00:00.055,0.8757976227658913,0.9448018087029579,0.8826287844762302,0.8603573239478169,0.8896019469051726,0.86405382452586,0.8739351305615135,0.9148813402829461,0.8581693635076658,0.885251677022853,0.880948017412345,0.916425899227746,0.8641905946163994,0.9310681020717603,0.8796700239062576,0.8551211430119825,0.9436698658785933
2017-01-01 14:00:00.060,0.8731384919000575,0.8733228281566743,0.8890235969294993,0.9469436119318593,0.8515912540918298,0.9390974309275213,0.9049818072045606,0.887861929964982,0.9091235820554706,0.8857840723217217,0.8647406906318755,0.885304371008452,0.9094392223034728,0.8513730924354853,0.9322898899892487,0.896186084737291,0.8982500347370035
2017-01-01 15:00:00.065,0.8659011614259648,0.8804311909086919,0.9179507475374158,0.8825836477678665,0.8832864714181371,0.8968691688766719,0.8756985361422104,0.9429936977824332,0.881207393897377,0.8931359378755583,0.9159899261011608,0.8710413242724484,0.9452005993473166,0.8600511076636812,0.9282812348889573,0.9498623297192988,0.9122512879081947
