Time,Bus 1003,Bus 1004,Bus 1005,Bus 1006,Bus 1007,Bus 1008,Bus 1009,Bus 1010,Bus 1011,Bus 1012,Bus 1013,Bus 1014,Bus 1015,Bus 1016,Bus 1017
2017-01-01 01:00:00.000,0.9327429376815005,0.8913230359807219,0.8712945805881077,0.9475462554322848,0.9286077573024842,0.9202721378286067,0.9384388142004244,0.9234275631275898,0.918724439005077,0.9256292886549544,0.9263159124720951,0.9417908790648616,0.9265512313420627,0.8950199561579855,0.8816723229473926
2017-01-01 02:00:00.000,0.9390163741457876,0.8941780037581024,0.9348934826435916,0.94298004826368,0.8609085538141333,0.9308107554409356,0.9140731639317676,0.9478813674872847,0.860652439766674,0.915936635664682,0.9150095000027348,0.9407206635696835,0.8638111321528895,0.9331020301983517,0.9004119587042085
2017-01-01 03:00:00.005,0.9029107102546864,0.8802183248201685,0.8605561619063296,0.9007847073964868,0.9305456778703753,0.8514369232500629,0.9453905425894534,0.8941521097894725,0.8937386447881928,0.884891061697555,0.8619443039935308,0.8679674826580557,0.8605151254589802,0.8886762410335097,0.8897061841595
2017-01-01 04:00:00.010,0.8505818632876813,0.9320530041411799,0.8696068989587313,0.8662714345647756,0.9108593215388675,0.8578904602829137,0.9337799901254119,0.9291949996662373,0.9301264495465658,0.8896563369250303,0.8721889440632627,0.9169842214516949,0.8816597328756421,0.9133451966028341,0.8894350304307966
2017-01-01 05:00:00.015,0.8573555656589923,0.8825201722949421,0.9377694599580116,0.929410248032499,0.8766922973954506,0.9209257618708662,0.8571883246282451,0.9247046807169457,0.9234382824756527,0.8513224302899781,0.9160975321056822,0.8571769719753893,0.9166909194208994,0.9326804603934737,0.8877528983774873
2017-01-01 06:00:00.020,0.914296697971389,0.9249475546588662,0.928244084349976,0.8799759105350342,0.9463710310042016,0.8902916485412996,0.9157487077504652,0.8646711376867477,0.9410457837477676,0.9487386010373089,0.9235893329861266,0.8770468106919319,0.9354943946750831,0.9002163853184808,0.8656604381405617
2017-01-01 07:00:00.025,0.9016419767222735,0.873211217778325,0.884453457861103,0.9200765471864111,0.9392188085741121,0.901816244739535,0.9335892920581076,0.8937350631963348,0.8749585455922347,0.9407320064744278,0.9060846088236184,0.9201008739082257,0.9435713277961498,0.9269361466697288,0.8807122608523532
2017-01-01 08:00:00.030,0.8995398170009571,0.8574345917438172,0.9137033485580347,0.944953333211274,0.8616800911877025,0.941582775454206,0.9154036754309536,0.8501930434992685,0.9065691577195059,0.9252536018184885,0.9183342697173524,0.8722931961833339,0.8856605969803109,0.9345181449427907,0.9053924327711347
2017-01-01 09:00:00.035,0.8742531798257243,0.9291582682862719,0.9426497075338957,0.9211443596006897,0.9086636298135264,0.9410364520206043,0.9427427369445158,0.9259291542092147,0.8865896155407992,0.9095227822662229,0.9029135399119343,0.9341303740972658,0.8948034171947549,0.9462034265023472,0.8956459647818
2017-01-01 10:00:00.040,0.9079643205294996,0.8786746767701146,0.9238561196003507,0.8701509126549204,0.8696291390736816,0.8525202577096332,0.861722954361907,0.8651781417882833,0.9343246095759978,0.87246658152206,0.8922597874980193,0.9199936761004902,0.8892588439989101,0.8798949989347965,0.9220584927279424
